review_id,restaurant_name,address,cuisine,price_range,dish_mentioned,review_text,rating,sentiment_label,sentiment_score,reviewer,visit_month,visit_year,tags
176,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,Amazing ambiance and even better food! The Pasta was perfectly seasoned. A must visit in Majhitar.,5,positive,0.9859,Reviewer_0176,March,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
177,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Excellent food and good portion sizes. The Thali was filling and flavorful. Will definitely return.,5,positive,0.3688,Reviewer_0177,May,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
178,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Visited with family and everyone loved it. The Grilled Fish was fresh and tasty. Good value for money.,5,positive,0.6299,Reviewer_0178,July,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
179,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Wonderful experience. The Cheesecake was delicious and the staff was very friendly and helpful.,4,positive,0.4638,Reviewer_0179,October,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
180,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,"Clean restaurant, friendly owner, and delicious Grilled Fish. Totally worth it. Loved every bite.",5,positive,0.9433,Reviewer_0180,August,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
181,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,"Clean restaurant, friendly owner, and delicious Pasta. Totally worth it. Loved every bite.",5,positive,0.516,Reviewer_0181,May,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
182,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Best Multi-cuisine food in Majhitar! The Thali was cooked to perfection. Highly recommend.,4,positive,0.6371,Reviewer_0182,May,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
183,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Super tasty food! The Thali was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.5126,Reviewer_0183,July,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
184,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Best Indian food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.5042,Reviewer_0184,October,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
185,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Super tasty food! The Desserts was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.5419,Reviewer_0185,January,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
186,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Excellent food and good portion sizes. The Desserts was filling and flavorful. Will definitely return.,5,positive,0.7442,Reviewer_0186,April,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
187,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Such a hidden gem in Majhitar! The Gundruk blew my mind. Prices are reasonable too.,4,positive,0.4736,Reviewer_0187,December,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
188,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Such a hidden gem in Majhitar! The Momos blew my mind. Prices are reasonable too.,4,positive,0.4132,Reviewer_0188,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
189,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Average restaurant. The Thukpa was okay. Clean place but the food was nothing to write home about.,3,neutral,0.0324,Reviewer_0189,May,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
190,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Decent place for budget dining. The Thukpa was okay for the price. Not a memorable experience.,3,neutral,-0.0622,Reviewer_0190,June,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
191,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,Loved the cozy atmosphere and the delicious Dal Bhat. The owner was very accommodating.,4,positive,0.457,Reviewer_0191,December,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
192,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,We were a group of travelers and everyone enjoyed the meal. Momos was the highlight. Great service.,4,positive,0.4249,Reviewer_0192,April,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
193,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Loved the cozy atmosphere and the delicious Gundruk. The owner was very accommodating.,4,positive,0.873,Reviewer_0193,July,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
194,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,The Dal Bhat was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.1183,Reviewer_0194,November,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
195,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,The Gundruk was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.5977,Reviewer_0195,November,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
196,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,"Clean restaurant, friendly owner, and delicious Chowmein. Totally worth it. Loved every bite.",4,positive,0.3663,Reviewer_0196,October,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
197,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,Average food quality. The Dal Bhat was edible but could be better. Service was acceptable.,3,neutral,0.1677,Reviewer_0197,May,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
198,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Best Indian food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.4409,Reviewer_0198,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
199,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Best Sikkimese food in Majhitar! The Chowmein was cooked to perfection. Highly recommend.,4,positive,0.5026,Reviewer_0199,July,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
200,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,"Mixed experience. Some items like Chowmein were good, others were not so great.",3,neutral,0.1852,Reviewer_0200,October,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
201,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Excellent food and good portion sizes. The Momos was filling and flavorful. Will definitely return.,4,positive,0.6197,Reviewer_0201,October,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
202,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,The food quality is excellent. Had Gundruk and it was one of the best I've tasted in Sikkim.,4,positive,0.3713,Reviewer_0202,August,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
203,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Great place to stop while traveling to Gangtok. The Momos here is amazing. Will visit again.,5,positive,0.906,Reviewer_0203,June,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
204,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Absolutely loved the food here! The Thukpa was outstanding and the service was very quick.,5,positive,0.6088,Reviewer_0204,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
205,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Food is neither great nor bad. The Chowmein was standard. Would visit if nothing else is available.,3,neutral,0.1709,Reviewer_0205,January,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
206,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Food is neither great nor bad. The Chowmein was standard. Would visit if nothing else is available.,3,neutral,0.3444,Reviewer_0206,February,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
207,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,The Thukpa was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.4904,Reviewer_0207,March,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
208,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,The food quality is excellent. Had Thukpa and it was one of the best I've tasted in Sikkim.,4,positive,0.908,Reviewer_0208,September,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
209,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,We were a group of travelers and everyone enjoyed the meal. Momos was the highlight. Great service.,4,positive,0.4634,Reviewer_0209,January,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
210,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,We were a group of travelers and everyone enjoyed the meal. Chowmein was the highlight. Great service.,5,positive,0.8625,Reviewer_0210,January,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
211,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,The food quality is excellent. Had Dal Bhat and it was one of the best I've tasted in Sikkim.,4,positive,0.3841,Reviewer_0211,February,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
212,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,"Clean restaurant, friendly owner, and delicious Gundruk. Totally worth it. Loved every bite.",5,positive,0.6414,Reviewer_0212,October,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
213,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,"Clean restaurant, friendly owner, and delicious Chowmein. Totally worth it. Loved every bite.",5,positive,0.6775,Reviewer_0213,December,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
214,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,"Clean restaurant, friendly owner, and delicious Momos. Totally worth it. Loved every bite.",4,positive,0.7682,Reviewer_0214,August,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
215,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,Amazing ambiance and even better food! The Dal Bhat was perfectly seasoned. A must visit in Majhitar.,4,positive,0.796,Reviewer_0215,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
216,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Excellent food and good portion sizes. The Chowmein was filling and flavorful. Will definitely return.,4,positive,0.4025,Reviewer_0216,February,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
217,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,The Chowmein was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.1622,Reviewer_0217,December,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
218,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Amazing ambiance and even better food! The Chowmein was perfectly seasoned. A must visit in Majhitar.,4,positive,0.9965,Reviewer_0218,August,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
219,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Best Tibetan food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.8655,Reviewer_0219,November,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
220,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Amazing ambiance and even better food! The Thukpa was perfectly seasoned. A must visit in Majhitar.,4,positive,0.6435,Reviewer_0220,June,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
221,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Amazing ambiance and even better food! The Momos was perfectly seasoned. A must visit in Majhitar.,5,positive,0.6204,Reviewer_0221,July,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
222,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,The Thukpa was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.0372,Reviewer_0222,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
223,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Best Indian food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.8907,Reviewer_0223,February,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
224,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,It was an okay experience. The Chowmein tasted average. Good enough for a roadside stop.,3,neutral,0.1282,Reviewer_0224,September,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
225,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Such a hidden gem in Majhitar! The Gundruk blew my mind. Prices are reasonable too.,4,positive,0.4295,Reviewer_0225,July,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
226,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,The food quality is excellent. Had Gundruk and it was one of the best I've tasted in Sikkim.,5,positive,0.7403,Reviewer_0226,October,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
227,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Wonderful experience. The Thukpa was delicious and the staff was very friendly and helpful.,4,positive,0.7769,Reviewer_0227,June,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
228,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Average food quality. The Chowmein was edible but could be better. Service was acceptable.,3,neutral,0.2313,Reviewer_0228,July,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
229,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Average restaurant. The Gundruk was okay. Clean place but the food was nothing to write home about.,3,neutral,0.3145,Reviewer_0229,March,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
230,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Super tasty food! The Gundruk was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.8456,Reviewer_0230,January,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
231,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,It was an okay experience. The Dal Bhat tasted average. Good enough for a roadside stop.,3,neutral,0.1332,Reviewer_0231,March,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
232,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Best Indian food in Majhitar! The Thukpa was cooked to perfection. Highly recommend.,4,positive,0.835,Reviewer_0232,July,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
233,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Visited with family and everyone loved it. The Gundruk was fresh and tasty. Good value for money.,4,positive,0.4523,Reviewer_0233,June,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
234,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Decent place for a quick meal. The Chowmein was okay but nothing extraordinary.,3,neutral,-0.0722,Reviewer_0234,November,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast"
235,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,The food quality is excellent. Had Dal Bhat and it was one of the best I've tasted in Sikkim.,5,positive,0.638,Reviewer_0235,October,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
236,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Amazing ambiance and even better food! The Chowmein was perfectly seasoned. A must visit in Majhitar.,4,positive,0.5276,Reviewer_0236,June,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
237,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Terrible service and mediocre food. The Chowmein took forever to arrive and was not worth it.,2,negative,-0.7592,Reviewer_0237,September,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
238,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Absolutely loved the food here! The Chowmein was outstanding and the service was very quick.,4,positive,0.4933,Reviewer_0238,January,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast"
239,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,The Thukpa was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.3227,Reviewer_0239,May,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
240,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,Best Sikkimese food in Majhitar! The Dal Bhat was cooked to perfection. Highly recommend.,4,positive,0.355,Reviewer_0240,March,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
241,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Okay experience overall. The Chowmein lacked seasoning. Staff was polite but slow.,3,neutral,0.2018,Reviewer_0241,November,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast"
242,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Best Indian food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.6081,Reviewer_0242,January,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
243,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Excellent food and good portion sizes. The Gundruk was filling and flavorful. Will definitely return.,4,positive,0.4006,Reviewer_0243,July,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast"
244,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Such a hidden gem in Majhitar! The Rajma Rice blew my mind. Prices are reasonable too.,4,positive,0.6215,Reviewer_0244,January,2024,"cheap, quick_bite, breakfast, traveler_friendly"
245,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,It was an okay experience. The Maggi tasted average. Good enough for a roadside stop.,3,neutral,0.2507,Reviewer_0245,December,2024,"cheap, quick_bite, breakfast, traveler_friendly"
246,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Average food quality. The Rajma Rice was edible but could be better. Service was acceptable.,3,neutral,0.0684,Reviewer_0246,July,2025,"cheap, quick_bite, breakfast, traveler_friendly"
247,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Okay experience overall. The Tea lacked seasoning. Staff was polite but slow.,3,neutral,-0.1107,Reviewer_0247,June,2023,"cheap, quick_bite, breakfast, traveler_friendly"
248,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,"Mixed experience. Some items like Rajma Rice were good, others were not so great.",3,neutral,0.2396,Reviewer_0248,November,2022,"cheap, quick_bite, breakfast, traveler_friendly"
249,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Authentic taste of Roadside right here in Majhitar. The Tea was spot on. Very satisfied.,5,positive,0.6815,Reviewer_0249,December,2023,"cheap, quick_bite, breakfast, traveler_friendly"
250,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Great place to stop while traveling to Gangtok. The Tea here is amazing. Will visit again.,4,positive,0.4168,Reviewer_0250,March,2023,"cheap, quick_bite, breakfast, traveler_friendly"
251,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Average food quality. The Omelette was edible but could be better. Service was acceptable.,3,neutral,-0.0614,Reviewer_0251,October,2025,"cheap, quick_bite, breakfast, traveler_friendly"
252,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Such a hidden gem in Majhitar! The Maggi blew my mind. Prices are reasonable too.,4,positive,0.9507,Reviewer_0252,November,2024,"cheap, quick_bite, breakfast, traveler_friendly"
253,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Loved the cozy atmosphere and the delicious Tea. The owner was very accommodating.,5,positive,0.9811,Reviewer_0253,August,2022,"cheap, quick_bite, breakfast, traveler_friendly"
254,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,"Clean restaurant, friendly owner, and delicious Tea. Totally worth it. Loved every bite.",4,positive,0.6374,Reviewer_0254,October,2022,"cheap, quick_bite, breakfast, traveler_friendly"
255,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,"Mixed experience. Some items like Tea were good, others were not so great.",3,neutral,0.1037,Reviewer_0255,August,2022,"cheap, quick_bite, breakfast, traveler_friendly"
256,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Decent place for a quick meal. The Tea was okay but nothing extraordinary.,3,neutral,0.0344,Reviewer_0256,November,2022,"cheap, quick_bite, breakfast, traveler_friendly"
257,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The Omelette was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.7362,Reviewer_0257,October,2022,"cheap, quick_bite, breakfast, traveler_friendly"
258,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,The Maggi was passable. I've had better Desi food elsewhere but this works in a pinch.,3,neutral,0.3045,Reviewer_0258,April,2024,"cheap, quick_bite, breakfast, traveler_friendly"
259,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,The Paratha was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.6592,Reviewer_0259,August,2022,"cheap, quick_bite, breakfast, traveler_friendly"
260,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,We were a group of travelers and everyone enjoyed the meal. Tea was the highlight. Great service.,4,positive,0.9344,Reviewer_0260,February,2023,"cheap, quick_bite, breakfast, traveler_friendly"
261,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Decent place for a quick meal. The Omelette was okay but nothing extraordinary.,3,neutral,-0.0261,Reviewer_0261,September,2023,"cheap, quick_bite, breakfast, traveler_friendly"
262,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Visited with family and everyone loved it. The Tea was fresh and tasty. Good value for money.,4,positive,0.5924,Reviewer_0262,July,2024,"cheap, quick_bite, breakfast, traveler_friendly"
263,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Service was terrible and the Tea was lukewarm. The restaurant clearly doesn't care about quality.,1,negative,-0.9555,Reviewer_0263,June,2022,"cheap, quick_bite, breakfast, traveler_friendly"
264,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Okay experience overall. The Tea lacked seasoning. Staff was polite but slow.,3,neutral,0.1892,Reviewer_0264,December,2023,"cheap, quick_bite, breakfast, traveler_friendly"
265,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,"Mixed experience. Some items like Paratha were good, others were not so great.",3,neutral,-0.1092,Reviewer_0265,May,2025,"cheap, quick_bite, breakfast, traveler_friendly"
266,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,It was an okay experience. The Rajma Rice tasted average. Good enough for a roadside stop.,3,neutral,0.1475,Reviewer_0266,September,2025,"cheap, quick_bite, breakfast, traveler_friendly"
