review_id,restaurant_name,address,cuisine,price_range,dish_mentioned,review_text,rating,sentiment_label,sentiment_score,reviewer,visit_month,visit_year,tags,cleaned_text,filtered_text,review_length,word_count,char_count,avg_word_length,exclamation_count,question_count,positive_word_count,negative_word_count,sentiment_word_ratio,has_negation
248,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,"Mixed experience. Some items like Rajma Rice were good, others were not so great.",3,neutral,0.2396,Reviewer_0248,November,2022,"cheap, quick_bite, breakfast, traveler_friendly",mixed experience some items like rajma rice were good others were not so great,mixed experience items like rajma rice good others great,81,14,78,4.642857142857143,0,0,1,0,0.07142857142857142,1
249,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Authentic taste of Roadside right here in Majhitar. The Tea was spot on. Very satisfied.,5,positive,0.6815,Reviewer_0249,December,2023,"cheap, quick_bite, breakfast, traveler_friendly",authentic taste of roadside right here in majhitar the tea was spot on very satisfied,authentic taste roadside right majhitar tea spot satisfied,88,15,85,4.733333333333333,0,0,2,0,0.13333333333333333,0
250,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Great place to stop while traveling to Gangtok. The Tea here is amazing. Will visit again.,4,positive,0.4168,Reviewer_0250,March,2023,"cheap, quick_bite, breakfast, traveler_friendly",great place to stop while traveling to gangtok the tea here is amazing will visit again,great place stop traveling gangtok tea amazing visit,90,16,87,4.5,0,0,2,0,0.125,0
251,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Average food quality. The Omelette was edible but could be better. Service was acceptable.,3,neutral,-0.0614,Reviewer_0251,October,2025,"cheap, quick_bite, breakfast, traveler_friendly",average food quality the omelette was edible but could be better service was acceptable,average food quality omelette edible better service acceptable,90,14,87,5.285714285714286,0,0,0,0,0.0,0
252,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Such a hidden gem in Majhitar! The Maggi blew my mind. Prices are reasonable too.,4,positive,0.9507,Reviewer_0252,November,2024,"cheap, quick_bite, breakfast, traveler_friendly",such a hidden gem in majhitar the maggi blew my mind prices are reasonable too,hidden gem majhitar maggi blew mind prices reasonable,81,15,78,4.266666666666667,1,0,0,0,0.0,0
253,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Loved the cozy atmosphere and the delicious Tea. The owner was very accommodating.,5,positive,0.9811,Reviewer_0253,August,2022,"cheap, quick_bite, breakfast, traveler_friendly",loved the cozy atmosphere and the delicious tea the owner was very accommodating,loved cozy atmosphere delicious tea owner accommodating,82,13,80,5.230769230769231,0,0,2,0,0.15384615384615385,0
254,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,"Clean restaurant, friendly owner, and delicious Tea. Totally worth it. Loved every bite.",4,positive,0.6374,Reviewer_0254,October,2022,"cheap, quick_bite, breakfast, traveler_friendly",clean restaurant friendly owner and delicious tea totally worth it loved every bite,clean restaurant friendly owner delicious tea totally worth loved every bite,88,13,83,5.461538461538462,0,0,2,0,0.15384615384615385,0
255,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,"Mixed experience. Some items like Tea were good, others were not so great.",3,neutral,0.1037,Reviewer_0255,August,2022,"cheap, quick_bite, breakfast, traveler_friendly",mixed experience some items like tea were good others were not so great,mixed experience items like tea good others great,74,13,71,4.538461538461538,0,0,1,0,0.07692307692307693,1
256,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Decent place for a quick meal. The Tea was okay but nothing extraordinary.,3,neutral,0.0344,Reviewer_0256,November,2022,"cheap, quick_bite, breakfast, traveler_friendly",decent place for a quick meal the tea was okay but nothing extraordinary,decent place quick meal tea okay nothing extraordinary,74,13,72,4.615384615384615,0,0,0,0,0.0,0
257,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The Omelette was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.7362,Reviewer_0257,October,2022,"cheap, quick_bite, breakfast, traveler_friendly",the omelette was so good we ordered twice service was fast and the staff was welcoming,omelette good ordered twice service fast staff welcoming,88,16,86,4.4375,1,0,0,0,0.0,0
258,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,The Maggi was passable. I've had better Desi food elsewhere but this works in a pinch.,3,neutral,0.3045,Reviewer_0258,April,2024,"cheap, quick_bite, breakfast, traveler_friendly",the maggi was passable i have had better desi food elsewhere but this works in a pinch,maggi passable better desi food elsewhere works pinch,86,17,86,4.117647058823529,0,0,0,0,0.0,0
259,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,The Paratha was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.6592,Reviewer_0259,August,2022,"cheap, quick_bite, breakfast, traveler_friendly",the paratha was so good we ordered twice service was fast and the staff was welcoming,paratha good ordered twice service fast staff welcoming,87,16,85,4.375,1,0,0,0,0.0,0
260,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,We were a group of travelers and everyone enjoyed the meal. Tea was the highlight. Great service.,4,positive,0.9344,Reviewer_0260,February,2023,"cheap, quick_bite, breakfast, traveler_friendly",we were a group of travelers and everyone enjoyed the meal tea was the highlight great service,group travelers everyone enjoyed meal tea highlight great service,97,17,94,4.588235294117647,0,0,1,0,0.058823529411764705,0
261,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Decent place for a quick meal. The Omelette was okay but nothing extraordinary.,3,neutral,-0.0261,Reviewer_0261,September,2023,"cheap, quick_bite, breakfast, traveler_friendly",decent place for a quick meal the omelette was okay but nothing extraordinary,decent place quick meal omelette okay nothing extraordinary,79,13,77,5.0,0,0,0,0,0.0,0
262,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Visited with family and everyone loved it. The Tea was fresh and tasty. Good value for money.,4,positive,0.5924,Reviewer_0262,July,2024,"cheap, quick_bite, breakfast, traveler_friendly",visited with family and everyone loved it the tea was fresh and tasty good value for money,visited family everyone loved tea fresh tasty good value money,93,17,90,4.352941176470588,0,0,3,0,0.17647058823529413,0
263,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Service was terrible and the Tea was lukewarm. The restaurant clearly doesn't care about quality.,1,negative,-0.9555,Reviewer_0263,June,2022,"cheap, quick_bite, breakfast, traveler_friendly",service was terrible and the tea was lukewarm the restaurant clearly does not care about quality,service terrible tea lukewarm restaurant clearly care quality,97,16,96,5.0625,0,0,0,1,-0.0625,1
265,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,"Mixed experience. Some items like Paratha were good, others were not so great.",3,neutral,-0.1092,Reviewer_0265,May,2025,"cheap, quick_bite, breakfast, traveler_friendly",mixed experience some items like paratha were good others were not so great,mixed experience items like paratha good others great,78,13,75,4.846153846153846,0,0,1,0,0.07692307692307693,1
266,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,It was an okay experience. The Rajma Rice tasted average. Good enough for a roadside stop.,3,neutral,0.1475,Reviewer_0266,September,2025,"cheap, quick_bite, breakfast, traveler_friendly",it was an okay experience the rajma rice tasted average good enough for a roadside stop,okay experience rajma rice tasted average good enough roadside stop,90,16,87,4.5,0,0,0,0,0.0,0
267,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Such a hidden gem in Majhitar! The Paratha blew my mind. Prices are reasonable too.,5,positive,0.8646,Reviewer_0267,December,2022,"cheap, quick_bite, breakfast, traveler_friendly",such a hidden gem in majhitar the paratha blew my mind prices are reasonable too,hidden gem majhitar paratha blew mind prices reasonable,83,15,80,4.4,1,0,0,0,0.0,0
268,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Decent place for budget dining. The Rajma Rice was okay for the price. Not a memorable experience.,3,neutral,0.1042,Reviewer_0268,May,2023,"cheap, quick_bite, breakfast, traveler_friendly",decent place for budget dining the rajma rice was okay for the price not a memorable experience,decent place budget dining rajma rice okay price memorable experience,98,17,95,4.647058823529412,0,0,0,0,0.0,1
269,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Food is neither great nor bad. The Omelette was standard. Would visit if nothing else is available.,3,neutral,0.0209,Reviewer_0269,April,2023,"cheap, quick_bite, breakfast, traveler_friendly",food is neither great nor bad the omelette was standard would visit if nothing else is available,food neither great nor bad omelette standard visit nothing else available,99,17,96,4.705882352941177,0,0,1,1,0.0,1
270,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Wonderful experience. The Rajma Rice was delicious and the staff was very friendly and helpful.,4,positive,0.4002,Reviewer_0270,September,2022,"cheap, quick_bite, breakfast, traveler_friendly",wonderful experience the rajma rice was delicious and the staff was very friendly and helpful,wonderful experience rajma rice delicious staff friendly helpful,95,15,93,5.266666666666667,0,0,2,0,0.13333333333333333,0
273,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Absolutely loved the food here! The Paratha was outstanding and the service was very quick.,4,positive,0.6171,Reviewer_0273,October,2024,"cheap, quick_bite, breakfast, traveler_friendly",absolutely loved the food here the paratha was outstanding and the service was very quick,absolutely loved food paratha outstanding service quick,91,15,89,5.0,1,0,2,0,0.13333333333333333,0
274,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,We were a group of travelers and everyone enjoyed the meal. Omelette was the highlight. Great service.,4,positive,0.8365,Reviewer_0274,September,2023,"cheap, quick_bite, breakfast, traveler_friendly",we were a group of travelers and everyone enjoyed the meal omelette was the highlight great service,group travelers everyone enjoyed meal omelette highlight great service,102,17,99,4.882352941176471,0,0,1,0,0.058823529411764705,0
275,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The Omelette was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.3328,Reviewer_0275,June,2025,"cheap, quick_bite, breakfast, traveler_friendly",the omelette was alright nothing special but satisfied the hunger service was average,omelette alright nothing special satisfied hunger service average,88,13,85,5.615384615384615,0,0,1,0,0.07692307692307693,0
276,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,"Clean restaurant, friendly owner, and delicious Omelette. Totally worth it. Loved every bite.",4,positive,0.8501,Reviewer_0276,September,2025,"cheap, quick_bite, breakfast, traveler_friendly",clean restaurant friendly owner and delicious omelette totally worth it loved every bite,clean restaurant friendly owner delicious omelette totally worth loved every bite,93,13,88,5.846153846153846,0,0,2,0,0.15384615384615385,0
277,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Wonderful experience. The Maggi was delicious and the staff was very friendly and helpful.,4,positive,0.881,Reviewer_0277,May,2022,"cheap, quick_bite, breakfast, traveler_friendly",wonderful experience the maggi was delicious and the staff was very friendly and helpful,wonderful experience maggi delicious staff friendly helpful,90,14,88,5.357142857142857,0,0,2,0,0.14285714285714285,0
278,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,The Maggi was passable. I've had better Indian food elsewhere but this works in a pinch.,3,neutral,0.2871,Reviewer_0278,December,2022,"cheap, quick_bite, breakfast, traveler_friendly",the maggi was passable i have had better indian food elsewhere but this works in a pinch,maggi passable better indian food elsewhere works pinch,88,17,88,4.235294117647059,0,0,0,0,0.0,0
279,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,The food quality is excellent. Had Paratha and it was one of the best I've tasted in Sikkim.,4,positive,0.4045,Reviewer_0279,August,2023,"cheap, quick_bite, breakfast, traveler_friendly",the food quality is excellent had paratha and it was one of the best i have tasted in sikkim,food quality excellent paratha one best tasted sikkim,92,19,92,3.8947368421052633,0,0,2,0,0.10526315789473684,0
280,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Decent place for budget dining. The Paratha was okay for the price. Not a memorable experience.,3,neutral,-0.1041,Reviewer_0280,June,2022,"cheap, quick_bite, breakfast, traveler_friendly",decent place for budget dining the paratha was okay for the price not a memorable experience,decent place budget dining paratha okay price memorable experience,95,16,92,4.8125,0,0,0,0,0.0,1
281,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Amazing ambiance and even better food! The Maggi was perfectly seasoned. A must visit in Majhitar.,4,positive,0.3846,Reviewer_0281,April,2025,"cheap, quick_bite, breakfast, traveler_friendly",amazing ambiance and even better food the maggi was perfectly seasoned a must visit in majhitar,amazing ambiance even better food maggi perfectly seasoned must visit majhitar,98,16,95,5.0,1,0,1,0,0.0625,0
282,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Best Roadside food in Majhitar! The Rajma Rice was cooked to perfection. Highly recommend.,4,positive,0.5937,Reviewer_0282,February,2024,"cheap, quick_bite, breakfast, traveler_friendly",best roadside food in majhitar the rajma rice was cooked to perfection highly recommend,best roadside food majhitar rajma rice cooked perfection highly recommend,90,14,87,5.285714285714286,1,0,2,0,0.14285714285714285,0
283,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,We were a group of travelers and everyone enjoyed the meal. Rajma Rice was the highlight. Great service.,5,positive,0.4449,Reviewer_0283,August,2023,"cheap, quick_bite, breakfast, traveler_friendly",we were a group of travelers and everyone enjoyed the meal rajma rice was the highlight great service,group travelers everyone enjoyed meal rajma rice highlight great service,104,18,101,4.666666666666667,0,0,1,0,0.05555555555555555,0
284,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,The Rajma Rice was passable. I've had better Indian food elsewhere but this works in a pinch.,3,neutral,0.0743,Reviewer_0284,January,2024,"cheap, quick_bite, breakfast, traveler_friendly",the rajma rice was passable i have had better indian food elsewhere but this works in a pinch,rajma rice passable better indian food elsewhere works pinch,93,18,93,4.222222222222222,0,0,0,0,0.0,0
285,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Great place to stop while traveling to Gangtok. The Maggi here is amazing. Will visit again.,5,positive,0.8927,Reviewer_0285,October,2025,"cheap, quick_bite, breakfast, traveler_friendly",great place to stop while traveling to gangtok the maggi here is amazing will visit again,great place stop traveling gangtok maggi amazing visit,92,16,89,4.625,0,0,2,0,0.125,0
286,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Terrible service and mediocre food. The Paratha took forever to arrive and was not worth it.,2,negative,-0.3403,Reviewer_0286,February,2022,"cheap, quick_bite, breakfast, traveler_friendly",terrible service and mediocre food the paratha took forever to arrive and was not worth it,terrible service mediocre food paratha took forever arrive worth,92,16,90,4.6875,0,0,0,2,-0.125,1
287,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Food is neither great nor bad. The Maggi was standard. Would visit if nothing else is available.,3,neutral,0.0599,Reviewer_0287,February,2022,"cheap, quick_bite, breakfast, traveler_friendly",food is neither great nor bad the maggi was standard would visit if nothing else is available,food neither great nor bad maggi standard visit nothing else available,96,17,93,4.529411764705882,0,0,1,1,0.0,1
288,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Loved the cozy atmosphere and the delicious Maggi. The owner was very accommodating.,4,positive,0.9383,Reviewer_0288,January,2023,"cheap, quick_bite, breakfast, traveler_friendly",loved the cozy atmosphere and the delicious maggi the owner was very accommodating,loved cozy atmosphere delicious maggi owner accommodating,84,13,82,5.384615384615385,0,0,2,0,0.15384615384615385,0
289,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Super tasty food! The Omelette was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4433,Reviewer_0289,October,2024,"cheap, quick_bite, breakfast, traveler_friendly",super tasty food the omelette was rich in flavors perfect stop for hungry travelers on nh10,super tasty food omelette rich flavors perfect stop hungry travelers nh10,94,16,91,4.75,1,0,3,0,0.1875,0
290,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Food is neither great nor bad. The Paratha was standard. Would visit if nothing else is available.,3,neutral,0.1353,Reviewer_0290,November,2022,"cheap, quick_bite, breakfast, traveler_friendly",food is neither great nor bad the paratha was standard would visit if nothing else is available,food neither great nor bad paratha standard visit nothing else available,98,17,95,4.647058823529412,0,0,1,1,0.0,1
291,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Okay experience overall. The Rajma Rice lacked seasoning. Staff was polite but slow.,3,neutral,0.3373,Reviewer_0291,September,2022,"cheap, quick_bite, breakfast, traveler_friendly",okay experience overall the rajma rice lacked seasoning staff was polite but slow,okay experience overall rajma rice lacked seasoning staff polite slow,84,13,81,5.3076923076923075,0,0,0,1,-0.07692307692307693,0
293,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,The Tea was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.2237,Reviewer_0293,June,2023,"cheap, quick_bite, breakfast, traveler_friendly",the tea was alright nothing special but satisfied the hunger service was average,tea alright nothing special satisfied hunger service average,83,13,80,5.230769230769231,0,0,1,0,0.07692307692307693,0
294,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Super tasty food! The Rajma Rice was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.7771,Reviewer_0294,December,2024,"cheap, quick_bite, breakfast, traveler_friendly",super tasty food the rajma rice was rich in flavors perfect stop for hungry travelers on nh10,super tasty food rajma rice rich flavors perfect stop hungry travelers nh10,96,17,93,4.529411764705882,1,0,3,0,0.17647058823529413,0
296,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The Omelette was passable. I've had better Desi food elsewhere but this works in a pinch.,3,neutral,0.3404,Reviewer_0296,March,2023,"cheap, quick_bite, breakfast, traveler_friendly",the omelette was passable i have had better desi food elsewhere but this works in a pinch,omelette passable better desi food elsewhere works pinch,89,17,89,4.294117647058823,0,0,0,0,0.0,0
297,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,Best Indian food in Majhitar! The Omelette was cooked to perfection. Highly recommend.,4,positive,0.8154,Reviewer_0297,May,2023,"cheap, quick_bite, breakfast, traveler_friendly",best indian food in majhitar the omelette was cooked to perfection highly recommend,best indian food majhitar omelette cooked perfection highly recommend,86,13,83,5.461538461538462,1,0,2,0,0.15384615384615385,0
298,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,Absolutely loved the food here! The Rajma Rice was outstanding and the service was very quick.,4,positive,0.8642,Reviewer_0298,May,2025,"cheap, quick_bite, breakfast, traveler_friendly",absolutely loved the food here the rajma rice was outstanding and the service was very quick,absolutely loved food rajma rice outstanding service quick,94,16,92,4.8125,1,0,2,0,0.125,0
300,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Rajma Rice,The food quality is excellent. Had Rajma Rice and it was one of the best I've tasted in Sikkim.,4,positive,0.582,Reviewer_0300,June,2024,"cheap, quick_bite, breakfast, traveler_friendly",the food quality is excellent had rajma rice and it was one of the best i have tasted in sikkim,food quality excellent rajma rice one best tasted sikkim,95,20,95,3.8,0,0,2,0,0.1,0
303,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Visited with family and everyone loved it. The Maggi was fresh and tasty. Good value for money.,4,positive,0.9508,Reviewer_0303,February,2025,"cheap, quick_bite, breakfast, traveler_friendly",visited with family and everyone loved it the maggi was fresh and tasty good value for money,visited family everyone loved maggi fresh tasty good value money,95,17,92,4.470588235294118,0,0,3,0,0.17647058823529413,0
304,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Paratha,Best Desi food in Majhitar! The Paratha was cooked to perfection. Highly recommend.,4,positive,0.6299,Reviewer_0304,May,2024,"cheap, quick_bite, breakfast, traveler_friendly",best desi food in majhitar the paratha was cooked to perfection highly recommend,best desi food majhitar paratha cooked perfection highly recommend,83,13,80,5.230769230769231,1,0,2,0,0.15384615384615385,0
305,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Best Roadside food in Majhitar! The Tea was cooked to perfection. Highly recommend.,4,positive,0.402,Reviewer_0305,August,2025,"cheap, quick_bite, breakfast, traveler_friendly",best roadside food in majhitar the tea was cooked to perfection highly recommend,best roadside food majhitar tea cooked perfection highly recommend,83,13,80,5.230769230769231,1,0,2,0,0.15384615384615385,0
306,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Wonderful experience. The Tea was delicious and the staff was very friendly and helpful.,4,positive,0.7983,Reviewer_0306,January,2024,"cheap, quick_bite, breakfast, traveler_friendly",wonderful experience the tea was delicious and the staff was very friendly and helpful,wonderful experience tea delicious staff friendly helpful,88,14,86,5.214285714285714,0,0,2,0,0.14285714285714285,0
307,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,The Tea was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.9988,Reviewer_0307,January,2022,"cheap, quick_bite, breakfast, traveler_friendly",the tea was so good we ordered twice service was fast and the staff was welcoming,tea good ordered twice service fast staff welcoming,83,16,81,4.125,1,0,0,0,0.0,0
312,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Tea,Amazing ambiance and even better food! The Tea was perfectly seasoned. A must visit in Majhitar.,4,positive,0.5544,Reviewer_0312,February,2022,"cheap, quick_bite, breakfast, traveler_friendly",amazing ambiance and even better food the tea was perfectly seasoned a must visit in majhitar,amazing ambiance even better food tea perfectly seasoned must visit majhitar,96,16,93,4.875,1,0,1,0,0.0625,0
313,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Maggi,Super tasty food! The Maggi was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4709,Reviewer_0313,September,2022,"cheap, quick_bite, breakfast, traveler_friendly",super tasty food the maggi was rich in flavors perfect stop for hungry travelers on nh10,super tasty food maggi rich flavors perfect stop hungry travelers nh10,91,16,88,4.5625,1,0,3,0,0.1875,0
314,Majhitar Dhaba,"Near Bus Stand, Majhitar, Sikkim 737136","Indian, Roadside, Desi",budget,Omelette,The food quality is excellent. Had Omelette and it was one of the best I've tasted in Sikkim.,4,positive,0.8537,Reviewer_0314,October,2024,"cheap, quick_bite, breakfast, traveler_friendly",the food quality is excellent had omelette and it was one of the best i have tasted in sikkim,food quality excellent omelette one best tasted sikkim,93,19,93,3.9473684210526314,0,0,2,0,0.10526315789473684,0
316,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Best Café food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,4,positive,0.6438,Reviewer_0316,November,2024,"cafe, river_view, desserts, cheesy, romantic, scenic",best cafe food in majhitar the cheesecake was cooked to perfection highly recommend,best cafe food majhitar cheesecake cooked perfection highly recommend,86,13,83,5.461538461538462,1,0,2,0,0.15384615384615385,0
317,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Such a hidden gem in Majhitar! The Coffee blew my mind. Prices are reasonable too.,5,positive,0.5758,Reviewer_0317,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic",such a hidden gem in majhitar the coffee blew my mind prices are reasonable too,hidden gem majhitar coffee blew mind prices reasonable,82,15,79,4.333333333333333,1,0,0,0,0.0,0
318,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Excellent food and good portion sizes. The Sandwiches was filling and flavorful. Will definitely return.,4,positive,0.545,Reviewer_0318,December,2023,"cafe, river_view, desserts, cheesy, romantic, scenic",excellent food and good portion sizes the sandwiches was filling and flavorful will definitely return,excellent food good portion sizes sandwiches filling flavorful definitely return,104,15,101,5.8,0,0,2,0,0.13333333333333333,0
319,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,We were a group of travelers and everyone enjoyed the meal. Sandwiches was the highlight. Great service.,5,positive,0.585,Reviewer_0319,April,2023,"cafe, river_view, desserts, cheesy, romantic, scenic",we were a group of travelers and everyone enjoyed the meal sandwiches was the highlight great service,group travelers everyone enjoyed meal sandwiches highlight great service,104,17,101,5.0,0,0,1,0,0.058823529411764705,0
320,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Coffee,Great place to stop while traveling to Gangtok. The Coffee here is amazing. Will visit again.,4,positive,0.8637,Reviewer_0320,September,2024,"cafe, river_view, desserts, cheesy, romantic, scenic",great place to stop while traveling to gangtok the coffee here is amazing will visit again,great place stop traveling gangtok coffee amazing visit,93,16,90,4.6875,0,0,2,0,0.125,0
322,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Cheesecake,Best Snacks food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.551,Reviewer_0322,July,2025,"cafe, river_view, desserts, cheesy, romantic, scenic",best snacks food in majhitar the cheesecake was cooked to perfection highly recommend,best snacks food majhitar cheesecake cooked perfection highly recommend,88,13,85,5.615384615384615,1,0,2,0,0.15384615384615385,0
323,Rangpo River Café,"Riverside, Near Majhitar, East Sikkim","Café, Continental, Snacks",mid-range,Sandwiches,Loved the cozy atmosphere and the delicious Sandwiches. The owner was very accommodating.,4,positive,0.7237,Reviewer_0323,November,2022,"cafe, river_view, desserts, cheesy, romantic, scenic",loved the cozy atmosphere and the delicious sandwiches the owner was very accommodating,loved cozy atmosphere delicious sandwiches owner accommodating,89,13,87,5.769230769230769,0,0,2,0,0.15384615384615385,0
